GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
113422701400000,NE 159,Residential,29780,167174,0,196954
113422800100000,NE 162,Residential,41350,147653,0,189003
113422800200000,NE 159,Residential,36000,94743,0,130743
113422800300000,NE 159,Residential,34800,0,0,34800
113422800400000,NE 159,Residential,30000,160935,0,190935
113422800500000,NE 159,Residential,30000,163302,0,193302
113422800600000,NE 101,Residential,25200,134524,0,159724
113422800700000,NE 101,Residential,30400,173147,0,203547
113422800800000,NE 159,Residential,31416,148863,0,180279
113422800900000,NE 159,Residential,31416,163822,0,195238
113422801000000,NE 159,Residential,31416,157370,0,188786
113422801100000,NE 159,Residential,31108,149803,0,180911
113422801200000,NE 159,Residential,31108,148468,0,179576
113422801300000,NE 159,Residential,31108,142905,0,174013
113422801400000,NE 159,Residential,32623,163380,0,196003
113422801500000,NE 159,Residential,31512,185643,0,217155
113422801600000,NE 159,Residential,31512,153270,0,184782
113422801700000,NE 159,Residential,31512,155721,0,187233
113422801800000,NE 159,Residential,31512,173976,0,205488
113422801900000,NE 159,Residential,31200,180195,0,211395
113422802000000,NE 159,Residential,31200,163933,0,195133
113422802100000,NE 159,Residential,31200,176596,0,207796
113422802200000,NE 159,Residential,31200,172280,0,203480
113422802300000,NE 159,Residential,32492,131177,0,163669
113422900100000,NE 159,Residential,33712,161480,0,195192
113422900200000,NE 159,Residential,32485,158577,0,191062
113422900300000,NE 159,Residential,32190,182391,0,214581
113422900400000,NE 159,Residential,32362,157814,0,190176
113422900500000,NE 159,Residential,33863,208419,0,242282
113422900600000,NE 159,Residential,32660,166846,0,199506
113422900700000,NE 159,Residential,31808,174475,0,206283
113422900800000,NE 159,Residential,33320,190056,0,223376
113422900900000,NE 159,Residential,30133,161931,0,192064
113422901000000,NE 159,Residential,31311,169593,0,200904
113422901100000,NE 159,Residential,32365,143443,0,175808
113422901200000,NE 159,Residential,30450,158534,0,188984
113422901300000,NE 159,Residential,29120,140242,0,169362
113422901400000,NE 159,Residential,29120,163766,0,192886
113422901500000,NE 159,Residential,29120,147105,0,176225
113422901600000,NE 159,Residential,29120,164031,0,193151
113422901700000,NE 159,Residential,28574,148962,0,177536
113422901800000,NE 159,Residential,32893,174015,0,206908
113422901900000,NE 159,Residential,28549,154277,0,182826
113422902000000,NE 159,Residential,32472,175514,0,207986
113422902100000,NE 159,Residential,30456,158246,0,188702
113422902200000,NE 159,Residential,28800,169315,0,198115
113422902300000,NE 159,Residential,26000,152169,0,178169
113422902400000,NE 159,Residential,26000,162650,0,188650
113423000100000,NE 159,Residential,32171,167212,0,199383
113423000200000,NE 159,Residential,32473,151719,0,184192
113423000300000,NE 159,Residential,33048,166134,0,199182
113423000400000,NE 159,Residential,33928,170895,0,204823
113423000500000,NE 159,Residential,34508,176441,0,210949
113423000600000,NE 159,Residential,31920,184832,0,216752
113423100100000,NE 159,Residential,31280,197038,0,228318
113423100200000,NE 159,Residential,28980,160988,0,189968
113423100300000,NE 159,Residential,30940,156137,0,187077
113423100400000,NE 159,Residential,29744,183024,0,212768
113423100500000,NE 159,Residential,26000,154133,0,180133
113423100600000,NE 159,Residential,26000,157992,0,183992
113423100700000,NE 159,Residential,26000,164856,0,190856
113423100800000,NE 159,Residential,26000,186240,0,212240
113423100900000,NE 159,Residential,26000,140085,0,166085
113423101000000,NE 159,Residential,32535,173089,0,205624
113423101100000,NE 159,Residential,30873,156565,0,187438
113423101200000,NE 159,Residential,30520,179227,0,209747
113423200100000,NE 159,Residential,33002,238086,0,271088
113423200200000,NE 159,Residential,32438,147590,0,180028
113423200300000,NE 159,Residential,27160,156327,0,183487
113423200400000,NE 159,Residential,33326,165980,0,199306
113423200500000,NE 159,Residential,32736,168279,0,201015
113423200600000,NE 159,Residential,32742,171886,0,204628
113423200700000,NE 159,Residential,32695,209305,0,242000
113423200800000,NE 159,Residential,26384,171103,0,197487
113423200900000,NE 159,Residential,296,0,0,296
113423300200000,NE 159,Residential,29999,181099,0,211098
113425100100000,E-15 CITY,Exempt,0,0,0,0
113425200100000,NE 159,Residential,29328,146858,0,176186
113425200200000,NE 159,Residential,35752,168680,0,204432
113425200300000,NE 159,Residential,34200,144167,0,178367
113425300100000,NE 159,Residential,31500,151369,0,182869
113425300200000,NE 159,Residential,30000,158620,0,188620
113425400100000,NE 159,Residential,31416,174423,0,205839
113425400200000,NE 101,Residential,30400,170756,0,201156
113425400300000,E-15 CITY,Exempt,0,0,0,0
113425400400000,NE 159,Residential,32724,164147,0,196871
113425400500000,NE 159,Residential,31416,170478,0,201894
113425400600000,NE 159,Residential,31416,161966,0,193382
113425500100000,NE 159,Residential,32000,171676,0,203676
113425500200000,NE 159,Residential,28000,147231,0,175231
113425500300000,NE 159,Residential,28000,152639,0,180639
113425500400000,NE 159,Residential,28000,179896,0,207896
113425500500000,NE 159,Residential,28000,150717,0,178717
113425500600000,NE 159,Residential,28000,158275,0,186275
113425500700000,NE 159,Residential,28000,155067,0,183067
113425500800000,NE 159,Residential,28000,156814,0,184814
113425500900000,NE 159,Residential,32000,172452,0,204452
113425600200000,COMM NE,Commercial,81216,0,111124,192340
113425600300000,CONDO 506,Residential,224000,0,0,224000
113425600301000,CONDO 500,Residential,7000,68619,0,75619
113425600301001,CONDO 500,Residential,7000,68619,0,75619
113425600301002,CONDO 500,Residential,7000,68619,0,75619
113425600301003,CONDO 500,Residential,7000,66081,0,73081
113425600301004,CONDO 500,Residential,7000,69624,0,76624
113425600301005,CONDO 500,Residential,7000,69624,0,76624
113425600301006,CONDO 500,Residential,7000,69624,0,76624
113425600301007,CONDO 500,Residential,7000,69624,0,76624
113425600301008,CONDO 501,Residential,7000,110843,0,117843
113425600301009,CONDO 501,Residential,7000,137698,0,144698
113425600301010,CONDO 501,Residential,7000,110345,0,117345
113425600301011,CONDO 501,Residential,7000,137698,0,144698
113425600301012,CONDO 500,Residential,7000,69022,0,76022
113425600301013,CONDO 500,Residential,7000,69289,0,76289
113425600301014,CONDO 500,Residential,7000,69289,0,76289
113425600301015,CONDO 500,Residential,7000,69289,0,76289
113425600301016,CONDO 500,Residential,7000,70304,0,77304
113425600301017,CONDO 500,Residential,7000,70304,0,77304
113425600301018,CONDO 500,Residential,7000,70304,0,77304
113425600301019,CONDO 500,Residential,7000,70304,0,77304
113425600301020,CONDO 500,Residential,7000,70304,0,77304
113425600301021,CONDO 500,Residential,7000,70304,0,77304
